,tag,stemtag,sp,dbh,quadrat,lx,ly,area,location,previous_measure,measure,measure_verified,new.band,codes,notes,survey.ID,year,month,day,field.recorders,data.enter
28,60462,1,fagr,209.5,615,5.6,7.6,3,South,19.68,20.08,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
29,60463,1,juni,468,615,7.2,8,3,South,100.5,100.64,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
30,60469,1,cofl,70,615,6.8,9.8,3,South,10.51,10.35,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
31,60566,1,fagr,194.2,614,10,11,3,South,31.39,30.73,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
32,60573,1,tiam,258.5,614,8.5,16.3,3,South,74.73,73.8,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
33,60582,1,quru,285.1,615,20,10.2,3,South,16.09,16.38,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
34,60586,1,caca,62.5,615,16.2,9.3,3,South,15.0,14.91,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
35,60587,1,caca,81,615,14,9.8,3,South,25.86,24.97,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
36,60588,1,caco,292.3,615,13.4,7.3,3,South,65.55,65.25,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
37,62114,1,quve,306,619,18.7,12.6,4,North,74.19,75.14,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
38,62181,1,quve,1118.5,621,8.8,13.5,4,North,11.76,11.78,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
39,62224,1,litu,1040.5,622,3.2,17.3,4,North,67.18,67.22,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
40,70096,1,quru,893,704,3.3,12.7,2,South,20.77,20.89,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
41,70216,1,quve,930.2,701,18.7,11.6,3,South,26.1,25.17,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
42,70220,1,qual,557,702,18.3,0.8,3,South,91.54,93.45,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
43,70278,1,qupr,679.8,704,15.6,15.4,2,South,95.74,92.64,93.01,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
44,70492,1,nysy,198.6,714,0.1,11.2,3,South,54.41,55.64,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
45,70494,2,caca,60,714,0.4,15.7,3,South,6.96,7.79,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
46,70495,1,caca,79,714,1.7,18.6,3,South,18.83,19.96,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
47,70519,1,qual,544.8,711,15.5,3.3,2,South,101.91,102.03,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
48,70536,1,qual,599,711,11.9,7.4,2,South,51.60,51.83,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
49,70579,1,caovl,236.1,714,19.2,4.3,2,South,50.74,49.68,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
50,70581,1,quru,614.5,714,13.7,1.2,3,South,54.41,45.53,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
51,72024,1,quve,482.3,717,20,9.6,4,North,74.92,74.46,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
52,72116,1,litu,502,719,14.4,10.8,4,North,74.94,75.54,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
53,72124,1,quru,747.2,719,12.5,19.4,4,North,102.84,103.24,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
54,72210,1,qual,872,721,5.2,11.5,4,North,52.13,52.46,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
55,72308,1,qual,654.2,725,15.2,13.3,7,North,80.47,78.97,79.88,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
56,72324,1,litu,667.2,726,14.4,6.6,7,North,99.78,100.40,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
57,72337,1,quru,905.8,727,7.9,2.6,7,North,89.97,89.69,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
58,72348,1,quru,971,727,12,15.1,7,North,76.42,80.22,80.23,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
59,72357,1,quru,938,728,1.7,2,7,North,28.58,30.07,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
60,80180,1,cagl,1015,804,15.9,5.3,2,South,59.1,54.87,54.83,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
61,80401,1,caco,469,807,7.4,19.6,2,South,54.70,53.95,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
150,80554,1,caovl,529,813,6.9,11.2,2,South,61.72,61.34,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
62,80559,1,nysy,434.6,813,8.9,17.8,2,South,6.41,6.08,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
63,82203,1,litu,654,822,8,9.4,4,North,86.55,87.22,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
143,82219,1,ceca,87,822,14.7,18.8,4,North,19.53,19.14,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
64,82360,1,litu,604.5,829,2.3,0.7,7,North,75.93,75.61,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
65,82365,1,qual,438.1,829,4.9,4.7,7,North,71.62,71.63,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
66,82422,1,litu,546.5,831,6.9,19.5,7,North,105.58,105.18,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
151,90660,1,quru,988,913,4.9,7.9,2,South,78.58,81.87,81.5,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
67,90752,1,qual,510.1,916,12.4,7.4,5,North,NA,125.02,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
68,91477,1,litu,210,908,19.3,3.5,2,South,60.74,60.79,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
69,91486,1,cagl,570.9,908,17.5,9.2,2,South,82.80,82.26,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
70,92237,1,nysy,218.1,922,14.7,19.5,5,North,19.15,18.99,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
71,92393,1,cagl,617,925,19.8,7.7,7,North,19.94,19.46,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
72,100771,1,quru,968,1005,8.5,17,2,South,38.21,39.51,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
73,100905,1,litu,680,1008,10,1.6,2,South,54.78,56.51,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
141,101008,1,tiam,177,1006,4.2,11.6,2,South,25.31,25.5,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
74,102148,1,cato,251.2,1019,2,15.4,5,North,27.56,27.52,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
75,102264,1,qual,464.4,1022,1.5,14.2,5,North,65.69,65.58,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
76,102348,1,qual,888,1025,16.5,11.5,7,North,67.84,68.01,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
145,102364,1,qual,649,1025,2.1,18,7,North,NA,17.24,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
77,110061,1,litu,1205,1101,17,10,2,South,43.12,43.09,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
146,110788,1,litu,656,1104,19.9,11.7,2,South,36.68,36.23,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
78,110791,1,litu,660,1104,11.3,10,2,South,31.16,31.2,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
79,110901,1,litu,524.1,1105,20,4.1,2,South,123.90,123.2,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
80,111030,1,litu,600.5,1107,15.1,19.9,2,South,121.59,121.44,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
81,112136,1,pist,274.1,1120,13.9,2.5,5,North,83.45,82.19,82.27,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
82,112250,1,pist,436,1122,10.8,18.4,5,North,126.72,126.89,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
83,112262,1,quru,133,1123,17.5,1.5,5,North,7.63,7.61,,,,"Band is loose, tree is dead",2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
84,112336,1,qual,516,1125,17,13.8,8,North,NA,NA,,,,No band,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
85,112482,1,litu,263.2,1131,17.8,15.9,8,North,20.11,19.58,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
86,120781,1,litu,605.9,1205,3,2.2,2,South,19.19,18.98,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
87,121195,1,quru,914.7,1211,12.4,0.4,2,South,18.11,17.94,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
88,121221,1,litu,117.2,1207,1.7,19.3,2,South,10.76,11.14,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
89,121275,1,qupr,256,1209,1.7,16.9,2,South,31.85,32.15,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
90,121301,1,caovl,241.3,1211,1.2,2.5,2,South,21.35,21.73,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
91,121305,1,quru,753.8,1211,1.1,11.2,2,South,38.74,38.7,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
92,121374,1,juni,310.4,1216,0.7,18.5,5,North,11.97,11.72,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
93,122006,1,acru,395.9,1217,9.9,8.3,5,North,23.84,23.68,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
94,122009,1,acru,277,1217,1.2,4.1,5,North,39.70,39.57,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
95,122136,1,quru,587.7,1220,5.5,7.6,5,North,29.59,29.73,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
96,122184,1,pist,217.8,1222,2.9,13.9,5,North,NA,NA,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
97,122189,1,qual,665.1,1222,5.5,19.5,5,North,12.40,12.55,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
98,122303,1,qual,624.3,1223,1.9,8.5,5,North,119.59,119.31,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
147,122343,1,qual,638,1225,10.7,14.4,8,North,NA,45.72,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
99,122427,1,qual,832.7,1227,17,15.6,8,North,86.92,87.03,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
100,122482,1,litu,562.4,1228,14.5,2.4,8,North,15.18,13.91,14.00,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
101,130838,1,litu,652.4,1305,12.2,1,2,South,83.34,84.1,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
102,131087,1,quru,665,1310,17.3,17.8,2,South,112.87,114.1,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
103,131239,1,quru,587.1,1314,19.5,5.7,3,South,94.24,94.87,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
104,131364,1,acru,460,1316,12,12.9,5,North,92.45,92.22,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
105,132077,1,qual,592.4,1319,9.9,15.9,5,North,20.45,21.45,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
106,132539,1,litu,604.5,1331,15,15.9,8,North,75.32,75.33,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
107,140825,1,litu,523,1411,8,5.9,2,South,75.26,75.71,,,,Tag found on ground and tied to orange marker,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
108,142380,1,qual,593,1425,6.8,13.1,8,North,77.32,77.71,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
109,142521,1,pist,452,1422,6.4,11.1,5,North,19.98,18.64,18.65,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
110,142708,1,juni,423.1,1429,4.3,6.2,8,North,37.65,37.82,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
111,142729,1,litu,474,1431,4.7,14.7,8,North,74.86,74.43,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
152,160910,1,litu,996,1607,8.6,1.1,1,South,55.85,56.11,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
154,162024,1,quve,294,1618,9.7,9.7,6,North,14.41,14.30,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
112,162439,1,quru,832.5,1627,16.3,0.3,9,North,89.16,88.71,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
113,162543,1,qual,890,1627,7.5,16.6,9,North,90.88,90.90,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
114,171348,1,ceca,155.4,1714,19.4,2.4,1,South,11.09,9.03,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
115,171454,1,caco,118,1714,1.6,13.8,1,South,29.84,28.72,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
116,172202,1,quru,555.1,1717,17.1,1.8,6,North,110.97,111.36,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
117,172203,1,qual,368.5,1717,15.5,0.3,6,North,32.05,31.91,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
118,172248,1,cato,274.2,1719,19.2,19.3,6,North,36.50,34.87,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
119,172417,1,nysy,98.8,1725,20,18.4,9,North,20.21,20.13,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
120,172470,1,quru,710,1728,11.1,12,9,North,126.74,128.20,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
121,172499,1,qual,1056,1730,17,3.1,9,North,85.06,86.06,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
122,181030,1,qual,779,1816,5.4,10.6,6,North,48.51,48.35,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
144,182471,1,ceca,78,1829,2.6,19,9,North,27.89,28.70,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
123,190067,1,litu,739,1902,19,2.2,1,South,82.43,83.52,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
124,190413,1,litu,1001.6,1904,14.7,5.6,1,South,24.52,24.93,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
125,190568,1,juni,903,1912,2.6,18.8,1,South,75.90,76.92,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
126,190694,1,quru,1265.5,1909,18.2,14.7,1,South,42.38,43.42,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
127,192133,1,caovl,565,1923,11.7,2.3,6,North,50.42,50.03,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
128,192244,1,qual,443.5,1919,18.1,16.8,6,North,78.92,79.20,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
129,192437,1,litu,436.9,1925,17,11.5,9,North,37.27,36.88,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
130,192466,1,quru,864,1926,13.3,1.7,9,North,NA,35.44,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
131,192484,1,quru,422.5,1926,17.4,11.2,9,North,97.14,97.25,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
132,192542,1,litu,326,1929,18.9,3.8,9,North,38.75,38.92,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
133,192544,1,litu,349,1929,14.4,1.8,9,North,16.16,16.72,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
134,192560,1,qual,933.1,1930,12.9,19.5,9,North,49.49,50.43,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
135,192619,1,quru,787,1926,12.6,8.5,9,North,126.27,126.72,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
136,200142,1,litu,604,2002,1.3,3.5,1,South,49.92,50.03,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
137,200551,1,litu,576,2005,1,5.3,1,South,20.26,20.19,,,,,2024.08,2024,7,12,Emily Scott,Rachel Hoffman
138,202072,1,qual,710.1,2020,2.1,10.8,6,North,60.41,61.02,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
139,202201,1,cato,131,2017,3.2,1.1,6,North,46.72,46.86,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
140,202215,1,qual,549.9,2017,5.5,11.7,6,North,123.43,123.59,,,,,2024.08,2024,7,12,Rachel Hoffman,Rachel Hoffman
